text,label,Language,trans_lan,Translated_text
gear badalane vaala liver saamne kii donon siton ke bich madhya consol par laga hota he.,2,hin,गेयर बदलने वाला लिवर सामने की दोनों सिटं के बीच मध्य कॉनसोल पर लगा होता है.,The gearshift lever is mounted on the center console between the two front seats.
lekin is parivartan kaa shrey keval praudyogiki ko dena galat hoga.,2,hin,लेकिन इस परिवर्तन का श्रेय केवल प्रौद्योगिकी को देना गलत होगा.,But it would be inaccurate to attribute this change merely to technology.
prayek rajya main suvidhaon kii gunvattta ke liye in sabhi mandandon ke liye sanketon ke sangyojan se ek gunatmak shreneekaran taiyaar kiya gaya.,2,hin,प्रत्येक राज्य में सुविधाओं की गुणवता के लिए इन सभी मंदंडन के लिए संकेटन के संयोजन से एक गुनात्मक श्रेनीकरण तैयार किया गया.,A qualitative grade was composed for the quality of facilities in each state.
"in callipers kaa prayog lambaai, bahya or andruni vyas kii gananaa karne ke liye kiya jaataa he.",2,hin,"इन कैलिपर्स का प्रयोग लंबाई, बाह्या और अंद्रुनी व्यास की गणना करने के लिए किया जाता है.","These coins are classified for the production, maintenance, and use of different instruments."
chinai ke kaam main prayog main laane se pehle eenton kii majbootee or tikaaupan ke liye jaanch kii jaani chahie.,2,hin,चिनई के काम में प्रयोग में लाने से पहले ईंटन की मजबूती और टिकाउपन के लिए जाँच की जानी चाहिए.,A pedon is morphologically described in the field and sampled for laboratory investigations for their characterization and classification.
kharif dhan ke kam utpaadan ke kaaran anaaj kii keemton kaa dabaav gehun se chaaval main bhi fail rahaa he.,2,hin,खरीफ धन के कम उत्पादन के कारण अनाज की कीमतोन का दबाव गेहूं से चावल में भी फेल रहा है.,Cereal price pressure is spreading from wheat to rice due to the likely lower Kharif paddy production.
bhartiya sarkaar or anya hitdharakon dwaara kii gai sakriy pahalon ke kaaran ayurveda kii pahunch faili he or saath hi vyapak rup se upabhoktaaon ne ise sweekaar kiya he.,2,hin,भारतीय सरकार और अन्य हित्धरकों द्वारा की गई सक्रिय पहलों के कारण आयुर्वेद की पहुँच फैली है और साथ ही व्यापक रूप से उपभोकताओं ने इसे स्वीकार किया है.,"Ayurveda has been an important tool for the masses, since the Government and the people of India have helped the world by connecting Ayurveda with other means of knowledge."
"iske saath, upachaaratmak prayogon ke alaava, vikiran samasthanik ko gaiyr-nikshaalaneey rup main parivartit kiya janaa chahie jisase iske prayog ke dauraan anbhipret radioactivity kaa utsarjan na ho.",2,hin,"इसके साथ, उपचारत्मक प्रयोगों के अलावा, वीकिरण समस्तानिक को गैर-नीक्शालनीय रूप में परिवर्तीत किया जना चाहिए जिससे इसके प्रयोग के दौरान अन्धिप्रेत रेडीओएक्टिविटी का उत्सर्जन ना हो.","Further, excluding the therapeutic applications, the radioisotope is to be converted to a non-leachable form so that no inadvertent release of radioactivity occurs during its use."
radiodharmee samasthanik ke upyog ke liye sarvapratham use ech.el.el.dablyoo se radio rasayanatah shuddh rup main alag karnaa hoga.,2,hin,रेडियोधर्मी समस्तानिक के उपयोग के लिए सर्वाप्रतम उसे एच.एल.एल.डब्ल्यू से रेडियो रसायनतः शुद्ध रूप में अलग करना होगा.,The radioisotope is to be converted to a purely kinematic form so that no inadvertent release of radioactivity occurs during its use.
"credit mangpatr main vaanchit utpaadon kii jaankaree, sambhavit vikritaon ke vivaran, pradaayagi nirdesh, lekha vivaran, sampark jaankaree, aadi shaamil hai.",2,hin,"क्रेडिट मंगपत्र में वांछित उत्पादं की जानकारी, सम्भवित विक्रीताओं के विवारण, प्रदायागी निर्देश, लेखा विवारण, संपर्क जानकारी, आदि शामिल हैं.","Loans for pre-harvest and post-harvest activities cover spraying, weeding, grading and transporting of their own farm produce."
